# Program:featureCounts v1.6.2; Command:"featureCounts" "-a" "/scratch/hodgskiss/Cu_Project/featurecounts/GCA_000698785.1_ASM69878v1_genomic.gff" "-t" "gene" "-g" "ID" "-o" "./featurecounts/cu_counts.txt" "/scratch/hodgskiss/Cu_Project/Bowtie2/L1Day7_trimmed_filt_mRNA.sam" "/scratch/hodgskiss/Cu_Project/Bowtie2/L2Day7_trimmed_filt_mRNA.sam" "/scratch/hodgskiss/Cu_Project/Bowtie2/L3Day7_trimmed_filt_mRNA.sam" "/scratch/hodgskiss/Cu_Project/Bowtie2/L5Day7_trimmed_filt_mRNA.sam" "/scratch/hodgskiss/Cu_Project/Bowtie2/L6Day7_trimmed_filt_mRNA.sam" "/scratch/hodgskiss/Cu_Project/Bowtie2/R1Day5_trimmed_filt_mRNA.sam" "/scratch/hodgskiss/Cu_Project/Bowtie2/R2Day5_trimmed_filt_mRNA.sam" "/scratch/hodgskiss/Cu_Project/Bowtie2/R3Day5_trimmed_filt_mRNA.sam" "/scratch/hodgskiss/Cu_Project/Bowtie2/R4Day5_trimmed_filt_mRNA.sam" "/scratch/hodgskiss/Cu_Project/Bowtie2/R5Day5_trimmed_filt_mRNA.sam" 
Geneid	Chr	Start	End	Strand	Length	/scratch/hodgskiss/Cu_Project/Bowtie2/L1Day7_trimmed_filt_mRNA.sam	/scratch/hodgskiss/Cu_Project/Bowtie2/L2Day7_trimmed_filt_mRNA.sam	/scratch/hodgskiss/Cu_Project/Bowtie2/L3Day7_trimmed_filt_mRNA.sam	/scratch/hodgskiss/Cu_Project/Bowtie2/L5Day7_trimmed_filt_mRNA.sam	/scratch/hodgskiss/Cu_Project/Bowtie2/L6Day7_trimmed_filt_mRNA.sam	/scratch/hodgskiss/Cu_Project/Bowtie2/R1Day5_trimmed_filt_mRNA.sam	/scratch/hodgskiss/Cu_Project/Bowtie2/R2Day5_trimmed_filt_mRNA.sam	/scratch/hodgskiss/Cu_Project/Bowtie2/R3Day5_trimmed_filt_mRNA.sam	/scratch/hodgskiss/Cu_Project/Bowtie2/R4Day5_trimmed_filt_mRNA.sam	/scratch/hodgskiss/Cu_Project/Bowtie2/R5Day5_trimmed_filt_mRNA.sam
gene2701	CP007536.1	2153787	2155256	-	1470	670	981	641	1486	1112	840	561	635	601	514
gene2702	CP007536.1	2155505	2156596	-	1092	55	49	48	100	92	71	60	60	58	42
gene2703	CP007536.1	2156874	2156966	+	93	2	2	3	4	5	6	3	6	4	4
gene2704	CP007536.1	2157070	2158395	+	1326	96	94	81	160	124	268	188	197	189	140
gene2705	CP007536.1	2158405	2158551	-	147	1	1	1	2	1	5	3	1	2	1
gene2706	CP007536.1	2159247	2159882	-	636	14	10	14	23	11	21	17	15	10	9
gene2707	CP007536.1	2160764	2160859	-	96	1	0	0	0	0	0	0	0	0	0
gene2708	CP007536.1	2161039	2161587	-	549	4	3	3	7	4	4	8	4	6	8
gene2709	CP007536.1	2161825	2163492	+	1668	29	24	21	44	34	56	40	50	46	45
gene2710	CP007536.1	2163541	2164344	-	804	28	37	24	91	49	73	55	70	56	50
gene2711	CP007536.1	2164393	2165616	-	1224	55	88	65	156	100	120	100	129	92	88
gene2712	CP007536.1	2165766	2166536	+	771	32	37	25	72	53	47	45	48	56	32
gene2713	CP007536.1	2166529	2168769	-	2241	187	183	153	361	315	236	228	276	274	209
gene2714	CP007536.1	2168739	2169443	-	705	163	173	150	328	277	187	164	253	261	208
gene2715	CP007536.1	2169448	2170491	-	1044	650	871	668	1282	987	1095	999	1089	1087	989
gene2716	CP007536.1	2170517	2172250	-	1734	396	474	437	780	579	432	429	474	447	365
gene2717	CP007536.1	2172247	2172945	-	699	8	12	10	35	20	22	22	26	25	30
gene2718	CP007536.1	2173023	2173553	+	531	52	71	57	93	78	43	34	42	38	39
gene2719	CP007536.1	2173564	2174550	+	987	140	204	148	334	246	145	109	134	127	121
gene2720	CP007536.1	2174560	2174823	+	264	25	17	16	38	24	24	19	29	28	22
gene2721	CP007536.1	2177330	2178049	-	720	71	78	61	133	164	188	167	181	185	135
gene2722	CP007536.1	2177988	2178224	-	237	4	13	10	24	14	10	6	9	13	8
gene2723	CP007536.1	2178387	2178635	+	249	18	13	8	25	33	23	24	25	34	21
gene2724	CP007536.1	2178632	2178820	+	189	63	60	47	102	95	90	75	106	92	68
gene2725	CP007536.1	2178833	2179087	-	255	41	52	39	109	74	209	138	109	130	75
gene2726	CP007536.1	2179091	2179276	-	186	12	26	22	38	28	102	65	55	38	40
gene2727	CP007536.1	2179435	2179785	+	351	8	9	14	20	14	4	3	5	6	5
gene2728	CP007536.1	2179938	2180705	+	768	179	227	155	408	352	698	475	420	360	249
gene2729	CP007536.1	2180909	2181220	-	312	17	21	15	30	20	32	20	30	24	22
gene2730	CP007536.1	2181333	2182121	-	789	324	369	273	718	533	646	422	534	531	365
gene2731	CP007536.1	2182151	2182717	-	567	380	432	340	845	608	763	535	638	528	369
gene2732	CP007536.1	2182789	2185320	-	2532	554	704	487	1263	943	1187	808	818	804	538
gene2733	CP007536.1	2185416	2186813	-	1398	296	456	319	687	566	397	333	475	409	308
gene2734	CP007536.1	2186966	2187136	+	171	1884	4572	2820	4859	4043	904	1109	1019	996	795
gene2735	CP007536.1	2187161	2187379	+	219	1439	1993	1601	2591	1661	436	520	545	582	501
gene2736	CP007536.1	2187494	2188441	-	948	1028	1205	898	1896	1531	1218	974	1103	913	758
gene2737	CP007536.1	2188564	2189091	+	528	560	703	546	1168	880	1062	901	1298	1294	1308
gene2738	CP007536.1	2189103	2189657	-	555	109	104	109	210	164	189	145	209	181	156
gene2739	CP007536.1	2189714	2191318	-	1605	115	147	99	192	159	134	110	130	114	87
gene2740	CP007536.1	2191568	2192743	+	1176	63	73	56	120	100	73	67	70	71	68
gene2741	CP007536.1	2192800	2194119	-	1320	338	506	363	826	623	832	508	601	504	394
gene2742	CP007536.1	2194129	2194737	-	609	131	195	146	280	226	357	325	227	234	131
gene2743	CP007536.1	2194945	2195211	+	267	78	66	56	149	139	135	114	120	114	77
gene2744	CP007536.1	2195208	2195720	-	513	306	394	258	699	525	511	350	426	328	223
gene2745	CP007536.1	2195784	2196164	-	381	26	32	19	54	44	31	12	15	35	18
gene2746	CP007536.1	2196172	2197020	-	849	220	352	268	485	420	375	267	301	223	174
gene2747	CP007536.1	2197007	2197723	+	717	28	39	37	66	57	100	86	111	85	65
gene2748	CP007536.1	2197713	2198801	+	1089	247	343	249	596	445	662	507	617	493	369
gene2749	CP007536.1	2198798	2200219	-	1422	98	120	91	216	194	293	190	276	190	165
gene2750	CP007536.1	2200220	2200552	+	333	584	1077	630	1350	849	339	348	362	365	314
gene2751	CP007536.1	2200560	2200808	-	249	124	165	108	249	187	115	93	121	117	86
gene2752	CP007536.1	2200882	2201100	-	219	19	32	19	58	41	53	42	40	50	34
gene2753	CP007536.1	2201145	2201420	-	276	50	61	44	71	58	29	18	22	14	21
gene2754	CP007536.1	2201502	2202347	+	846	544	754	573	1470	871	407	296	311	271	240
gene2755	CP007536.1	2202423	2202656	+	234	30	33	18	52	33	82	69	49	51	25
gene2756	CP007536.1	2203014	2203265	+	252	14	31	34	68	70	8	6	19	12	10
gene2757	CP007536.1	2203622	2203876	+	255	192	172	162	313	243	142	137	176	150	113
gene2758	CP007536.1	2203965	2204578	+	614	79	94	69	164	136	106	111	131	97	81
gene2759	CP007536.1	2204926	2205096	+	171	23	16	19	40	34	13	13	18	21	12
gene2760	CP007536.1	2205175	2205477	-	303	134	142	127	207	134	50	46	94	86	66
gene2761	CP007536.1	2205697	2205822	+	126	43	47	43	85	62	49	42	53	49	43
gene2762	CP007536.1	2205868	2206167	-	300	251	312	214	432	350	292	288	408	342	326
gene2763	CP007536.1	2206247	2207287	+	1041	1140	1344	965	2225	1892	3704	2344	2332	2051	1534
gene2764	CP007536.1	2207333	2207566	+	234	2478	3064	2291	5678	5135	7319	5801	4901	4889	2929
gene2765	CP007536.1	2207631	2208326	-	696	214	280	202	423	358	264	221	257	270	200
gene2766	CP007536.1	2208387	2209022	-	636	10	6	13	26	10	14	19	18	17	9
gene2767	CP007536.1	2209267	2209410	+	144	77	55	35	121	118	61	56	59	59	44
gene2768	CP007536.1	2209411	2210217	-	807	456	536	418	924	825	573	401	363	377	263
gene2769	CP007536.1	2210299	2210631	+	333	412	674	490	944	728	391	416	644	573	424
gene2770	CP007536.1	2210654	2211277	-	624	261	332	269	554	441	490	368	360	377	236
gene2771	CP007536.1	2211374	2211583	+	210	115	136	108	228	221	272	261	316	288	212
gene2772	CP007536.1	2211616	2212281	-	666	177	167	134	297	254	354	262	337	251	202
gene2773	CP007536.1	2212298	2212684	-	387	123	181	117	235	239	315	233	274	231	167
gene2774	CP007536.1	2212665	2215025	-	2361	484	709	484	1123	776	722	431	550	494	384
gene2775	CP007536.1	2215091	2217442	-	2352	303	394	250	716	596	884	609	736	582	425
gene2776	CP007536.1	2217544	2218668	+	1125	173	249	187	405	331	213	167	212	208	163
gene2777	CP007536.1	2218631	2219290	-	660	163	173	155	321	245	180	120	173	164	135
gene2778	CP007536.1	2219301	2220167	-	867	905	1128	864	1804	1553	1299	884	1167	1073	839
gene2779	CP007536.1	2220335	2220532	+	198	38	38	24	71	51	117	88	103	103	71
gene2780	CP007536.1	2220585	2221343	+	759	223	195	174	429	373	293	229	290	253	185
gene2781	CP007536.1	2221387	2221782	-	396	4277	6072	4341	8321	7195	4489	4210	4633	4664	3954
gene2782	CP007536.1	2221914	2222879	-	966	723	872	701	1322	972	724	576	618	565	535
gene2783	CP007536.1	2223053	2223943	-	891	2503	3372	2617	4939	3688	1763	1358	1806	1698	1407
gene2784	CP007536.1	2224048	2225055	-	1008	109	117	95	188	156	130	104	152	137	125
gene2785	CP007536.1	2225036	2225893	-	858	209	268	218	399	318	302	259	342	338	237
gene2786	CP007536.1	2226051	2226278	+	228	12	16	15	38	23	13	14	31	21	10
gene2787	CP007536.1	2226268	2227278	-	1011	250	194	182	492	361	226	201	263	226	215
gene2788	CP007536.1	2227288	2227926	-	639	227	275	213	538	430	276	251	337	261	196
gene2789	CP007536.1	2228019	2228492	-	474	71	107	75	137	76	24	20	48	54	44
gene2790	CP007536.1	2228841	2229245	+	405	6	2	7	14	19	13	6	19	15	6
gene2791	CP007536.1	2229330	2230052	-	723	184	163	140	334	227	249	232	251	266	197
gene2792	CP007536.1	2230089	2233976	-	3888	230	277	213	498	345	203	180	184	176	164
gene2793	CP007536.1	2234053	2234343	-	291	12	26	14	31	19	5	7	17	21	11
gene2794	CP007536.1	2234592	2234816	+	225	1	1	3	7	1	4	5	6	7	8
gene2795	CP007536.1	2234875	2235246	-	372	13	12	13	21	22	15	11	14	19	11
gene2796	CP007536.1	2235186	2235530	-	345	12	11	4	22	11	4	7	4	7	4
gene2797	CP007536.1	2235572	2235793	-	222	3	4	3	5	9	3	1	4	5	2
gene2798	CP007536.1	2235914	2236552	-	639	301	359	281	626	477	272	240	313	269	248
gene2799	CP007536.1	2236643	2238994	-	2352	499	540	390	1025	685	125	119	166	146	76
gene2800	CP007536.1	2239036	2239671	+	636	949	1200	840	2238	1452	155	155	183	183	92
gene2801	CP007536.1	2239686	2240369	+	684	1562	1954	1254	3367	2210	213	156	203	191	136
gene2802	CP007536.1	2240392	2240718	-	327	33	27	25	101	54	2	4	11	8	2
gene2803	CP007536.1	2240873	2241688	-	816	102	138	112	191	185	151	134	170	140	119
gene2804	CP007536.1	2241736	2242116	-	381	165	270	177	301	261	163	157	195	176	155
gene2805	CP007536.1	2242217	2242798	+	582	0	1	0	3	1	0	2	2	1	0
gene2806	CP007536.1	2242426	2243109	+	684	3	0	2	1	4	1	2	3	0	1
gene2807	CP007536.1	2243127	2244497	+	1371	16	35	16	61	47	37	29	28	27	20
gene2808	CP007536.1	2244566	2244784	+	219	0	1	0	0	0	2	2	1	0	1
gene2809	CP007536.1	2244925	2245260	+	336	0	1	0	1	1	0	3	1	1	1
gene2810	CP007536.1	2245293	2246705	+	1413	1	2	0	9	4	2	0	3	2	0
gene2811	CP007536.1	2246677	2247309	+	633	23	24	16	45	36	28	25	39	31	23
gene2812	CP007536.1	2247302	2247520	+	219	91	162	177	261	173	137	135	195	183	131
gene2813	CP007536.1	2247793	2249523	+	1731	82	67	62	137	104	142	139	148	134	85
gene2814	CP007536.1	2249540	2249665	+	126	5	4	3	8	4	12	13	12	12	4
gene2815	CP007536.1	2249700	2250059	+	360	3	0	1	2	2	3	1	2	0	2
gene2816	CP007536.1	2250099	2250365	+	267	5	9	1	8	4	11	15	6	6	4
gene2817	CP007536.1	2250398	2250607	+	210	8	6	4	5	3	6	6	6	6	2
gene2818	CP007536.1	2250632	2251120	+	489	11	14	9	15	10	16	10	18	14	12
gene2819	CP007536.1	2251217	2251408	+	192	62	68	74	139	119	102	89	114	71	85
gene2820	CP007536.1	2251487	2251669	+	183	32	39	30	61	58	70	40	51	40	39
gene2821	CP007536.1	2251711	2252190	+	480	4	4	1	13	6	9	7	6	7	4
gene2822	CP007536.1	2252223	2253101	+	879	7	10	8	17	15	24	18	25	14	12
gene2823	CP007536.1	2253101	2253466	+	366	3	6	4	4	4	5	2	7	1	1
gene2824	CP007536.1	2253463	2253690	+	228	3	0	0	4	5	4	8	9	3	6
gene2825	CP007536.1	2253695	2254072	+	378	0	1	0	6	2	2	3	4	2	5
gene2826	CP007536.1	2254108	2255892	+	1785	34	38	36	63	49	77	48	48	62	37
gene2827	CP007536.1	2255937	2256533	+	597	144	198	134	302	246	291	207	194	162	148
gene2828	CP007536.1	2256695	2258185	+	1491	12	17	18	36	24	29	27	26	23	17
gene2829	CP007536.1	2258226	2258789	+	564	1	1	0	2	0	2	1	2	2	0
gene2830	CP007536.1	2258801	2259178	+	378	1	0	1	1	1	0	2	1	1	1
gene2831	CP007536.1	2259194	2260675	+	1482	34	21	25	70	61	100	67	65	59	38
gene2832	CP007536.1	2260712	2260981	+	270	4	2	1	2	3	1	4	2	1	3
gene2833	CP007536.1	2260987	2261250	+	264	34	62	55	91	68	35	40	38	53	38
gene2834	CP007536.1	2261331	2261618	-	288	48	42	26	66	64	53	41	48	35	35
gene2835	CP007536.1	2261639	2262040	-	402	116	144	133	225	210	207	172	152	126	131
gene2836	CP007536.1	2262084	2262149	-	66	16	33	26	50	30	16	11	20	17	18
gene2837	CP007536.1	2262236	2263033	-	798	510	722	559	1180	837	917	629	746	636	471
gene2838	CP007536.1	2263169	2263576	-	408	11	4	7	23	16	16	14	18	13	13
gene2839	CP007536.1	2263586	2264608	-	1023	37	65	35	72	51	65	44	61	51	52
gene2840	CP007536.1	2264748	2265173	+	426	446	611	391	839	537	354	404	507	500	544
gene2841	CP007536.1	2265280	2265960	-	681	143	166	109	277	197	182	143	129	117	92
gene2842	CP007536.1	2266144	2266644	-	501	176	293	223	457	331	122	121	148	121	86
gene2843	CP007536.1	2266910	2267185	-	276	545	733	527	1074	921	932	721	659	603	483
gene2844	CP007536.1	2267443	2268153	-	711	25	30	26	59	34	23	14	17	20	24
gene2845	CP007536.1	2268245	2268646	-	402	105	109	86	210	126	176	125	173	151	127
gene2846	CP007536.1	2268685	2268984	-	300	122	111	90	238	149	198	134	207	207	155
gene2847	CP007536.1	2269202	2269594	+	393	26	35	22	34	27	22	27	30	28	21
gene2848	CP007536.1	2269591	2270361	+	771	86	133	92	205	129	139	82	134	93	126
gene2849	CP007536.1	2270358	2272367	+	2010	170	213	136	372	248	132	133	156	152	127
gene2850	CP007536.1	2272382	2273668	+	1287	77	98	58	158	124	69	56	87	69	58
gene2851	CP007536.1	2273714	2273905	-	192	15	12	13	17	21	29	31	49	30	38
gene2852	CP007536.1	2273987	2275396	-	1410	483	600	436	1114	855	1225	904	1078	958	735
gene2853	CP007536.1	2275407	2276159	-	753	456	590	472	1060	759	1454	986	1125	979	772
gene2854	CP007536.1	2276189	2276299	-	111	0	0	0	1	0	0	0	0	0	0
gene2855	CP007536.1	2276440	2277342	+	903	1063	864	754	1985	1698	817	519	502	455	372
gene2856	CP007536.1	2277397	2278668	+	1272	301	310	254	619	488	420	317	323	287	196
gene2857	CP007536.1	2278665	2278970	-	306	84	119	87	188	155	65	92	75	83	61
gene2858	CP007536.1	2279033	2279773	-	741	35	42	28	63	53	42	36	31	29	36
gene2859	CP007536.1	2279794	2280036	-	243	16	9	12	32	17	14	24	35	29	11
gene2860	CP007536.1	2280058	2280144	-	87	1	6	9	6	5	9	0	4	7	9
gene2861	CP007536.1	2280165	2280641	-	477	48	64	34	87	72	42	32	41	30	24
gene2862	CP007536.1	2280667	2282823	-	2157	364	472	323	790	543	370	284	317	303	221
gene2863	CP007536.1	2282833	2284467	-	1635	152	230	183	326	253	140	122	164	145	113
gene2864	CP007536.1	2285127	2285450	-	324	197	240	183	397	315	471	434	613	536	343
gene2865	CP007536.1	2285476	2285769	-	294	246	321	270	538	436	696	600	833	721	624
gene2866	CP007536.1	2285789	2286319	+	531	231	278	215	489	389	619	476	634	525	364
gene2867	CP007536.1	2286625	2287281	-	657	172	233	174	396	311	146	149	186	169	166
gene2868	CP007536.1	2287278	2287907	-	630	983	969	715	2390	1295	193	159	228	175	146
gene2869	CP007536.1	2288224	2288670	+	447	14	21	14	24	25	14	19	26	23	15
gene2870	CP007536.1	2288774	2289040	+	267	31	55	31	68	62	21	21	34	38	19
gene2871	CP007536.1	2289258	2289695	+	438	113	131	81	272	169	132	119	122	101	70
gene2872	CP007536.1	2289702	2291204	+	1503	293	336	257	669	528	399	286	324	293	172
gene2873	CP007536.1	2291256	2292320	+	1065	1605	2147	1473	3694	2857	1228	865	844	777	549
gene2874	CP007536.1	2292352	2292426	+	75	26	33	23	61	51	20	16	20	19	11
gene2875	CP007536.1	2292531	2292665	-	135	26	19	15	41	30	16	23	31	24	22
gene2876	CP007536.1	2292787	2293437	-	651	14750	17893	14155	28782	25134	26920	26157	36047	33445	27950
gene2877	CP007536.1	2293595	2293903	-	309	1912	3332	2265	4187	3235	3260	3726	5227	5639	4065
gene2878	CP007536.1	2294043	2295491	-	1449	3327	4175	3255	8425	5675	5550	4216	5046	4011	3553
gene2879	CP007536.1	2295336	2295497	+	162	1	4	3	6	3	3	4	4	1	2
gene2880	CP007536.1	2295620	2295874	+	255	2109	3419	2448	3547	4195	3202	3932	5042	5072	4443
gene2881	CP007536.1	2295987	2296235	+	249	1146	1730	1195	2383	1978	1524	1229	1317	1181	861
gene2882	CP007536.1	2296222	2297133	-	912	1469	1563	1204	2629	1756	1113	952	1172	997	710
gene2883	CP007536.1	2297176	2298549	+	1374	543	754	538	1159	870	996	827	947	841	612
gene2884	CP007536.1	2298578	2298853	+	276	29	16	11	49	30	33	23	41	39	22
gene2885	CP007536.1	2298889	2299944	+	1056	407	615	434	946	698	1250	917	1195	964	804
gene2886	CP007536.1	2299987	2300589	+	603	695	940	709	1514	1207	1626	1301	1686	1431	1201
gene2887	CP007536.1	2300591	2301163	+	573	144	178	136	249	188	258	260	294	247	208
gene2888	CP007536.1	2301164	2301463	-	300	28	32	26	56	31	60	45	36	35	38
gene2889	CP007536.1	2301481	2302656	-	1176	34	69	52	79	60	90	70	77	63	51
gene2890	CP007536.1	2302695	2303936	-	1242	5	10	9	15	11	16	14	15	14	12
gene2891	CP007536.1	2303933	2304082	-	150	0	1	0	0	0	2	0	2	0	0
gene2892	CP007536.1	2304296	2304922	+	627	4	12	3	8	3	6	9	13	6	8
gene2893	CP007536.1	2304967	2305287	+	321	59	120	76	106	123	132	117	127	102	82
gene2894	CP007536.1	2305284	2305826	+	543	170	229	172	364	272	232	176	263	218	161
gene2895	CP007536.1	2305978	2306361	-	384	27	31	32	69	48	64	85	109	92	77
gene2896	CP007536.1	2306361	2307923	-	1563	388	502	414	823	659	807	660	942	784	582
gene2897	CP007536.1	2307943	2309118	+	1176	552	770	581	1307	1098	1343	1046	1330	1167	860
gene2898	CP007536.1	2309123	2309560	-	438	101	126	102	255	159	122	130	176	196	141
gene2899	CP007536.1	2309729	2310022	-	294	53	62	51	127	81	85	75	104	96	70
gene2900	CP007536.1	2310049	2310789	-	741	142	176	166	300	220	281	275	348	319	235
gene2901	CP007536.1	2310914	2311537	+	624	475	736	572	1167	1028	822	496	558	517	370
gene2902	CP007536.1	2311592	2311861	+	270	1566	1852	1491	3894	2840	3874	2549	2308	1798	1335
gene2903	CP007536.1	2311862	2312353	+	492	5603	6989	5422	11980	9035	8622	6047	6074	4812	3730
gene2904	CP007536.1	2312552	2314045	+	1494	14959	18928	14640	32391	23293	11208	8685	10662	8914	7096
gene2905	CP007536.1	2314059	2314913	+	855	9687	11491	8544	22404	16037	8722	6535	7763	6394	4864
gene2906	CP007536.1	2314915	2315394	+	480	840	729	631	1948	1276	757	582	757	639	520
gene2907	CP007536.1	2315444	2316517	+	1074	715	904	699	1702	1283	889	611	800	682	457
gene2908	CP007536.1	2316547	2317497	+	951	820	1076	807	1947	1391	1999	1750	2257	1875	1425
gene2909	CP007536.1	2317690	2318283	+	594	4766	7413	5514	10725	8596	4768	4835	5692	4901	4016
gene2910	CP007536.1	2318357	2318452	+	96	29	5	23	55	43	19	20	24	29	18
gene2911	CP007536.1	2318622	2319239	-	618	194	200	187	499	351	323	294	429	454	292
gene2912	CP007536.1	2319271	2319363	-	93	0	0	0	1	0	0	0	0	0	0
gene2913	CP007536.1	2319335	2320156	+	822	2361	2992	2268	5228	3719	1773	1640	2603	2291	2023
gene2914	CP007536.1	2320174	2320422	+	249	527	453	350	854	684	297	192	381	391	398
gene2915	CP007536.1	2320816	2321445	+	630	164	309	199	398	262	169	141	216	174	206
gene2916	CP007536.1	2321677	2321883	+	207	41	53	40	89	67	37	20	19	33	23
gene2917	CP007536.1	2321909	2322058	-	150	27	53	34	71	71	19	45	53	38	24
gene2918	CP007536.1	2322178	2322549	-	372	24	30	26	56	40	30	11	28	18	14
gene2919	CP007536.1	2322753	2322920	+	168	10	15	13	31	15	7	6	8	9	9
gene2920	CP007536.1	2322981	2324495	-	1515	205	227	195	412	327	224	174	176	162	154
gene2921	CP007536.1	2324808	2325143	-	336	58	86	53	154	94	151	169	197	172	148
gene2922	CP007536.1	2325701	2325856	-	156	25	49	43	88	50	19	16	29	26	28
gene2923	CP007536.1	2326086	2326187	+	102	0	1	0	3	1	3	3	2	2	0
gene2924	CP007536.1	2326168	2327034	-	867	143	110	69	229	180	335	265	260	258	187
gene2925	CP007536.1	2326988	2327782	-	795	93	108	90	256	175	335	257	292	268	172
gene2926	CP007536.1	2327779	2328741	-	963	231	249	205	537	408	744	494	577	517	322
gene2927	CP007536.1	2328741	2330066	-	1326	540	665	481	1278	953	1503	1126	1321	1112	737
gene2928	CP007536.1	2330113	2330610	+	498	114	148	120	263	185	227	135	191	212	141
gene2929	CP007536.1	2330594	2331289	-	696	621	852	694	1469	1195	1319	853	1116	910	698
gene2930	CP007536.1	2331338	2331754	-	417	43	71	68	123	83	141	101	108	103	96
gene2931	CP007536.1	2331808	2333067	+	1260	158	239	181	386	298	606	415	446	389	315
gene2932	CP007536.1	2333215	2333322	-	108	0	0	0	1	0	0	0	0	1	1
gene2933	CP007536.1	2333265	2333621	+	357	19	22	21	43	32	15	28	27	22	24
gene2934	CP007536.1	2333608	2333889	-	282	9	13	9	17	19	15	12	18	20	9
gene2935	CP007536.1	2333947	2334156	-	210	3	1	7	11	6	9	14	16	21	5
gene2936	CP007536.1	2334248	2335450	+	1203	237	344	221	497	387	122	111	164	129	92
gene2937	CP007536.1	2335493	2336146	+	654	203	292	211	471	352	363	291	371	333	232
gene2938	CP007536.1	2336194	2336418	-	225	43	43	46	95	62	99	102	174	155	106
gene2939	CP007536.1	2336425	2336979	-	555	256	353	251	607	477	549	477	598	530	338
gene2940	CP007536.1	2337066	2337389	+	324	30	47	39	97	62	122	87	94	95	65
gene2941	CP007536.1	2337513	2338217	+	705	178	177	102	301	235	198	160	181	161	108
gene2942	CP007536.1	2338355	2339050	-	696	205	310	194	515	377	600	406	475	427	266
gene2943	CP007536.1	2339031	2340332	-	1302	194	258	180	407	319	615	395	467	453	313
gene2944	CP007536.1	2340349	2340948	-	600	166	214	187	393	218	225	167	292	269	192
gene2945	CP007536.1	2341103	2341780	+	678	265	308	244	527	408	362	285	433	434	292
gene2946	CP007536.1	2341793	2342077	-	285	41	45	37	79	61	56	54	67	91	52
gene2947	CP007536.1	2342070	2342456	+	387	59	140	110	229	173	97	128	178	165	118
gene2948	CP007536.1	2342592	2344238	+	1647	1130	1591	1057	2603	1866	1284	924	1063	1035	812
gene2949	CP007536.1	2344400	2348098	+	3699	84	154	108	214	188	117	84	100	102	72
gene2950	CP007536.1	2348130	2348942	+	813	30	43	34	80	47	35	19	34	29	23
gene2951	CP007536.1	2348953	2349027	-	75	2	1	0	1	4	3	1	1	0	0
gene2952	CP007536.1	2349033	2350739	-	1707	165	209	145	382	227	155	136	168	158	111
gene2953	CP007536.1	2350817	2351245	-	429	150	233	169	375	284	239	199	280	257	196
gene2954	CP007536.1	2351560	2352210	+	651	33	43	28	68	46	55	71	72	60	42
gene2955	CP007536.1	2352240	2352782	+	543	61	102	69	118	95	128	95	110	110	83
gene2956	CP007536.1	2352768	2353784	-	1017	123	156	143	284	218	236	176	262	215	173
gene2957	CP007536.1	2353858	2354913	+	1056	157	188	138	375	302	777	653	698	555	392
gene2958	CP007536.1	2354949	2355842	+	894	180	206	146	342	245	347	361	350	318	254
gene2959	CP007536.1	2355823	2356140	-	318	55	76	53	108	107	69	76	102	101	74
gene2960	CP007536.1	2356216	2357607	-	1392	961	1532	1066	2090	1479	1732	1133	1653	1459	1099
gene2961	CP007536.1	2358081	2358155	+	75	2	2	5	10	4	6	9	16	13	8
gene2962	CP007536.1	2358280	2358723	+	444	80	129	82	161	123	223	171	167	159	141
gene2963	CP007536.1	2358973	2359248	+	276	38	39	27	69	32	12	18	32	30	12
gene2964	CP007536.1	2359245	2360081	+	837	72	67	41	118	87	30	19	31	34	18
gene2965	CP007536.1	2360417	2361193	+	777	20	29	28	47	33	38	44	37	47	27
gene2966	CP007536.1	2361315	2361440	+	126	10	7	3	18	14	16	15	18	17	8
gene2967	CP007536.1	2361875	2362198	-	324	104	181	117	180	155	52	55	83	82	65
gene2968	CP007536.1	2362261	2362449	+	189	13	6	7	14	16	21	22	21	32	10
gene2969	CP007536.1	2362456	2362980	-	525	96	159	123	244	211	247	220	318	248	184
gene2970	CP007536.1	2363015	2364469	-	1455	287	391	258	593	439	593	531	741	607	467
gene2971	CP007536.1	2365515	2365805	+	291	25	24	15	36	32	10	12	9	12	10
gene2972	CP007536.1	2365784	2365987	+	204	19	31	16	37	40	18	13	20	8	17
gene2973	CP007536.1	2365991	2366236	-	246	58	88	73	136	128	57	42	61	49	30
gene2974	CP007536.1	2366491	2367015	-	525	12	19	13	33	33	36	26	20	20	19
gene2975	CP007536.1	2367086	2367490	-	405	16	16	25	29	33	19	21	34	28	23
gene2976	CP007536.1	2367549	2368322	+	774	1040	1446	1021	2006	1660	2272	1917	2567	2279	1864
gene2977	CP007536.1	2368288	2369289	-	1002	382	560	423	940	707	767	622	772	742	526
gene2978	CP007536.1	2369390	2369563	+	174	10	6	11	22	16	7	8	8	10	7
gene2979	CP007536.1	2369567	2370055	-	489	68	46	54	150	81	87	55	87	57	60
gene2980	CP007536.1	2370052	2371098	-	1047	181	201	161	362	287	357	295	371	327	200
gene2981	CP007536.1	2371130	2371834	-	705	130	174	150	305	223	216	167	193	184	138
gene2982	CP007536.1	2371912	2372157	+	246	6	9	6	17	11	14	9	14	13	3
gene2983	CP007536.1	2372151	2372996	-	846	64	58	60	127	88	70	50	69	69	67
gene2984	CP007536.1	2373044	2374150	-	1107	826	993	673	1721	1262	1164	897	1111	1018	884
